pixel_id,latitude,longitude
9438,-18.2500,-61.2500
9439,-18.2500,-61.0000
9440,-18.2500,-60.7500
9441,-18.2500,-60.5000
9541,-18.0000,-66.7500
9542,-18.0000,-66.5000
9543,-18.0000,-66.2500
9544,-18.0000,-66.0000
9545,-18.0000,-65.7500
9546,-18.0000,-65.5000
9547,-18.0000,-65.2500
9548,-18.0000,-65.0000
9549,-18.0000,-64.7500
9550,-18.0000,-64.5000
9551,-18.0000,-64.2500
9552,-18.0000,-64.0000
9553,-18.0000,-63.7500
9554,-18.0000,-63.5000
9555,-18.0000,-63.2500
9556,-18.0000,-63.0000
9557,-18.0000,-62.7500
9558,-18.0000,-62.5000
9559,-18.0000,-62.2500
9560,-18.0000,-62.0000
9561,-18.0000,-61.7500
9562,-18.0000,-61.5000
9563,-18.0000,-61.2500
9564,-18.0000,-61.0000
9565,-18.0000,-60.7500
9566,-18.0000,-60.5000
9669,-17.7500,-66.7500
9670,-17.7500,-66.5000
9671,-17.7500,-66.2500
9672,-17.7500,-66.0000
9673,-17.7500,-65.7500
9674,-17.7500,-65.5000
9675,-17.7500,-65.2500
9676,-17.7500,-65.0000
9677,-17.7500,-64.7500
9678,-17.7500,-64.5000
9679,-17.7500,-64.2500
9680,-17.7500,-64.0000
9681,-17.7500,-63.7500
9682,-17.7500,-63.5000
9683,-17.7500,-63.2500
9684,-17.7500,-63.0000
9685,-17.7500,-62.7500
9686,-17.7500,-62.5000
9687,-17.7500,-62.2500
9688,-17.7500,-62.0000
9689,-17.7500,-61.7500
9690,-17.7500,-61.5000
9691,-17.7500,-61.2500
9692,-17.7500,-61.0000
9693,-17.7500,-60.7500
9694,-17.7500,-60.5000
9695,-17.7500,-60.2500
9798,-17.5000,-66.7500
9799,-17.5000,-66.5000
9800,-17.5000,-66.2500
9801,-17.5000,-66.0000
9802,-17.5000,-65.7500
9803,-17.5000,-65.5000
9804,-17.5000,-65.2500
9805,-17.5000,-65.0000
9806,-17.5000,-64.7500
9807,-17.5000,-64.5000
9808,-17.5000,-64.2500
9809,-17.5000,-64.0000
9810,-17.5000,-63.7500
9811,-17.5000,-63.5000
9812,-17.5000,-63.2500
9813,-17.5000,-63.0000
9814,-17.5000,-62.7500
9815,-17.5000,-62.5000
9816,-17.5000,-62.2500
