pixel_id,latitude,longitude
13866,-10.7500,-54.0000
13867,-10.7500,-53.7500
13868,-10.7500,-53.5000
13869,-10.7500,-53.2500
13870,-10.7500,-53.0000
13871,-10.7500,-52.7500
13872,-10.7500,-52.5000
13873,-10.7500,-52.2500
13941,-10.5000,-76.5000
13942,-10.5000,-76.2500
13943,-10.5000,-76.0000
13944,-10.5000,-75.7500
13945,-10.5000,-75.5000
13946,-10.5000,-75.2500
13947,-10.5000,-75.0000
13948,-10.5000,-74.7500
13949,-10.5000,-74.5000
13950,-10.5000,-74.2500
13951,-10.5000,-74.0000
13952,-10.5000,-73.7500
13953,-10.5000,-73.5000
13954,-10.5000,-73.2500
13955,-10.5000,-73.0000
13956,-10.5000,-72.7500
13957,-10.5000,-72.5000
13958,-10.5000,-72.2500
13959,-10.5000,-72.0000
13960,-10.5000,-71.7500
13961,-10.5000,-71.5000
13962,-10.5000,-71.2500
13963,-10.5000,-71.0000
13964,-10.5000,-70.7500
13965,-10.5000,-70.5000
13966,-10.5000,-70.2500
13967,-10.5000,-70.0000
13968,-10.5000,-69.7500
13969,-10.5000,-69.5000
13970,-10.5000,-69.2500
13971,-10.5000,-69.0000
13972,-10.5000,-68.7500
13973,-10.5000,-68.5000
13974,-10.5000,-68.2500
13975,-10.5000,-68.0000
13976,-10.5000,-67.7500
13977,-10.5000,-67.5000
13978,-10.5000,-67.2500
13979,-10.5000,-67.0000
13980,-10.5000,-66.7500
13981,-10.5000,-66.5000
13982,-10.5000,-66.2500
13983,-10.5000,-66.0000
13984,-10.5000,-65.7500
13985,-10.5000,-65.5000
13986,-10.5000,-65.2500
13987,-10.5000,-65.0000
13988,-10.5000,-64.7500
13989,-10.5000,-64.5000
13990,-10.5000,-64.2500
13991,-10.5000,-64.0000
13992,-10.5000,-63.7500
13993,-10.5000,-63.5000
13994,-10.5000,-63.2500
13995,-10.5000,-63.0000
13996,-10.5000,-62.7500
13997,-10.5000,-62.5000
13998,-10.5000,-62.2500
13999,-10.5000,-62.0000
14000,-10.5000,-61.7500
14001,-10.5000,-61.5000
14002,-10.5000,-61.2500
14003,-10.5000,-61.0000
14004,-10.5000,-60.7500
14005,-10.5000,-60.5000
14006,-10.5000,-60.2500
14007,-10.5000,-60.0000
14008,-10.5000,-59.7500
14009,-10.5000,-59.5000
14010,-10.5000,-59.2500
14011,-10.5000,-59.0000
14012,-10.5000,-58.7500
14013,-10.5000,-58.5000
14014,-10.5000,-58.2500
14015,-10.5000,-58.0000
14016,-10.5000,-57.7500
14017,-10.5000,-57.5000
14018,-10.5000,-57.2500
14019,-10.5000,-57.0000
14020,-10.5000,-56.7500
14021,-10.5000,-56.5000
14022,-10.5000,-56.2500
14023,-10.5000,-56.0000
14024,-10.5000,-55.7500
14025,-10.5000,-55.5000
14026,-10.5000,-55.2500
14027,-10.5000,-55.0000
14028,-10.5000,-54.7500
14029,-10.5000,-54.5000
14030,-10.5000,-54.2500
14031,-10.5000,-54.0000
14032,-10.5000,-53.7500
14033,-10.5000,-53.5000
14034,-10.5000,-53.2500
14035,-10.5000,-53.0000
14036,-10.5000,-52.7500
14037,-10.5000,-52.5000
14038,-10.5000,-52.2500
14039,-10.5000,-52.0000
14107,-10.2500,-76.7500
14108,-10.2500,-76.5000
14109,-10.2500,-76.2500
14110,-10.2500,-76.0000
14111,-10.2500,-75.7500
14112,-10.2500,-75.5000
14113,-10.2500,-75.2500
14114,-10.2500,-75.0000
14115,-10.2500,-74.7500
14116,-10.2500,-74.5000
14117,-10.2500,-74.2500
14118,-10.2500,-74.0000
14119,-10.2500,-73.7500
14120,-10.2500,-73.5000
14121,-10.2500,-73.2500
14122,-10.2500,-73.0000
14123,-10.2500,-72.7500
14124,-10.2500,-72.5000
14125,-10.2500,-72.2500
14126,-10.2500,-72.0000
14127,-10.2500,-71.7500
14128,-10.2500,-71.5000
14129,-10.2500,-71.2500
14130,-10.2500,-71.0000
14131,-10.2500,-70.7500
14132,-10.2500,-70.5000
14133,-10.2500,-70.2500
14134,-10.2500,-70.0000
14135,-10.2500,-69.7500
14136,-10.2500,-69.5000
14137,-10.2500,-69.2500
14138,-10.2500,-69.0000
14139,-10.2500,-68.7500
14140,-10.2500,-68.5000
14141,-10.2500,-68.2500
14142,-10.2500,-68.0000
14143,-10.2500,-67.7500
14144,-10.2500,-67.5000
14145,-10.2500,-67.2500
14146,-10.2500,-67.0000
14147,-10.2500,-66.7500
14148,-10.2500,-66.5000
14149,-10.2500,-66.2500
14150,-10.2500,-66.0000
14151,-10.2500,-65.7500
14152,-10.2500,-65.5000
14153,-10.2500,-65.2500
14154,-10.2500,-65.0000
14155,-10.2500,-64.7500
14156,-10.2500,-64.5000
14157,-10.2500,-64.2500
14158,-10.2500,-64.0000
14159,-10.2500,-63.7500
14160,-10.2500,-63.5000
14161,-10.2500,-63.2500
14162,-10.2500,-63.0000
14163,-10.2500,-62.7500
14164,-10.2500,-62.5000
14165,-10.2500,-62.2500
14166,-10.2500,-62.0000
14167,-10.2500,-61.7500
14168,-10.2500,-61.5000
14169,-10.2500,-61.2500
14170,-10.2500,-61.0000
14171,-10.2500,-60.7500
14172,-10.2500,-60.5000
14173,-10.2500,-60.2500
14174,-10.2500,-60.0000
14175,-10.2500,-59.7500
14176,-10.2500,-59.5000
14177,-10.2500,-59.2500
14178,-10.2500,-59.0000
14179,-10.2500,-58.7500
14180,-10.2500,-58.5000
14181,-10.2500,-58.2500
14182,-10.2500,-58.0000
14183,-10.2500,-57.7500
14184,-10.2500,-57.5000
14185,-10.2500,-57.2500
14186,-10.2500,-57.0000
14187,-10.2500,-56.7500
14188,-10.2500,-56.5000
14189,-10.2500,-56.2500
14190,-10.2500,-56.0000
14191,-10.2500,-55.7500
14192,-10.2500,-55.5000
14193,-10.2500,-55.2500
14194,-10.2500,-55.0000
14195,-10.2500,-54.7500
14196,-10.2500,-54.5000
14197,-10.2500,-54.2500
14198,-10.2500,-54.0000
14199,-10.2500,-53.7500
14200,-10.2500,-53.5000
14201,-10.2500,-53.2500
14202,-10.2500,-53.0000
14203,-10.2500,-52.7500
14204,-10.2500,-52.5000
14205,-10.2500,-52.2500
14206,-10.2500,-52.0000
14207,-10.2500,-51.7500
14208,-10.2500,-51.5000
14210,-10.2500,-51.0000
14275,-10.0000,-77.0000
14276,-10.0000,-76.7500
14277,-10.0000,-76.5000
14278,-10.0000,-76.2500
14279,-10.0000,-76.0000
14280,-10.0000,-75.7500
14281,-10.0000,-75.5000
14282,-10.0000,-75.2500
14283,-10.0000,-75.0000
14284,-10.0000,-74.7500
14285,-10.0000,-74.5000
14286,-10.0000,-74.2500
14287,-10.0000,-74.0000
14288,-10.0000,-73.7500
14289,-10.0000,-73.5000
14290,-10.0000,-73.2500
14291,-10.0000,-73.0000
14292,-10.0000,-72.7500
14293,-10.0000,-72.5000
14294,-10.0000,-72.2500
14295,-10.0000,-72.0000
14296,-10.0000,-71.7500
14297,-10.0000,-71.5000
14298,-10.0000,-71.2500
14299,-10.0000,-71.0000
14300,-10.0000,-70.7500
14301,-10.0000,-70.5000
14302,-10.0000,-70.2500
14303,-10.0000,-70.0000
14304,-10.0000,-69.7500
14305,-10.0000,-69.5000
14306,-10.0000,-69.2500
14307,-10.0000,-69.0000
14308,-10.0000,-68.7500
14309,-10.0000,-68.5000
14310,-10.0000,-68.2500
14311,-10.0000,-68.0000
14312,-10.0000,-67.7500
14313,-10.0000,-67.5000
14314,-10.0000,-67.2500
14315,-10.0000,-67.0000
14316,-10.0000,-66.7500
14317,-10.0000,-66.5000
14318,-10.0000,-66.2500
14319,-10.0000,-66.0000
14320,-10.0000,-65.7500
14321,-10.0000,-65.5000
14322,-10.0000,-65.2500
14323,-10.0000,-65.0000
14324,-10.0000,-64.7500
14325,-10.0000,-64.5000
14326,-10.0000,-64.2500
14327,-10.0000,-64.0000
14328,-10.0000,-63.7500
14329,-10.0000,-63.5000
14330,-10.0000,-63.2500
14331,-10.0000,-63.0000
14332,-10.0000,-62.7500
14333,-10.0000,-62.5000
14334,-10.0000,-62.2500
14335,-10.0000,-62.0000
14336,-10.0000,-61.7500
14337,-10.0000,-61.5000
14338,-10.0000,-61.2500
14339,-10.0000,-61.0000
14340,-10.0000,-60.7500
14341,-10.0000,-60.5000
14342,-10.0000,-60.2500
14343,-10.0000,-60.0000
14344,-10.0000,-59.7500
14345,-10.0000,-59.5000
14346,-10.0000,-59.2500
14347,-10.0000,-59.0000
14348,-10.0000,-58.7500
14349,-10.0000,-58.5000
14350,-10.0000,-58.2500
14351,-10.0000,-58.0000
14352,-10.0000,-57.7500
14353,-10.0000,-57.5000
14354,-10.0000,-57.2500
14355,-10.0000,-57.0000
14356,-10.0000,-56.7500
14357,-10.0000,-56.5000
14358,-10.0000,-56.2500
14359,-10.0000,-56.0000
14360,-10.0000,-55.7500
14361,-10.0000,-55.5000
14362,-10.0000,-55.2500
14363,-10.0000,-55.0000
14364,-10.0000,-54.7500
14365,-10.0000,-54.5000
14366,-10.0000,-54.2500
14367,-10.0000,-54.0000
14368,-10.0000,-53.7500
14369,-10.0000,-53.5000
14370,-10.0000,-53.2500
14371,-10.0000,-53.0000
14372,-10.0000,-52.7500
14373,-10.0000,-52.5000
14374,-10.0000,-52.2500
14375,-10.0000,-52.0000
14376,-10.0000,-51.7500
14377,-10.0000,-51.5000
14378,-10.0000,-51.2500
14379,-10.0000,-51.0000
14380,-10.0000,-50.7500
14381,-10.0000,-50.5000
14445,-9.7500,-77.0000
14446,-9.7500,-76.7500
14447,-9.7500,-76.5000
14448,-9.7500,-76.2500
14449,-9.7500,-76.0000
14450,-9.7500,-75.7500
14451,-9.7500,-75.5000
14452,-9.7500,-75.2500
14453,-9.7500,-75.0000
14454,-9.7500,-74.7500
14455,-9.7500,-74.5000
14456,-9.7500,-74.2500
14457,-9.7500,-74.0000
14458,-9.7500,-73.7500
14459,-9.7500,-73.5000
14460,-9.7500,-73.2500
14461,-9.7500,-73.0000
14462,-9.7500,-72.7500
14463,-9.7500,-72.5000
14464,-9.7500,-72.2500
14465,-9.7500,-72.0000
14466,-9.7500,-71.7500
14467,-9.7500,-71.5000
14468,-9.7500,-71.2500
14469,-9.7500,-71.0000
14470,-9.7500,-70.7500
14471,-9.7500,-70.5000
14472,-9.7500,-70.2500
14473,-9.7500,-70.0000
14474,-9.7500,-69.7500
14475,-9.7500,-69.5000
14476,-9.7500,-69.2500
14477,-9.7500,-69.0000
14478,-9.7500,-68.7500
14479,-9.7500,-68.5000
14480,-9.7500,-68.2500
14481,-9.7500,-68.0000
14482,-9.7500,-67.7500
14483,-9.7500,-67.5000
14484,-9.7500,-67.2500
14485,-9.7500,-67.0000
14486,-9.7500,-66.7500
14487,-9.7500,-66.5000
14488,-9.7500,-66.2500
14489,-9.7500,-66.0000
14490,-9.7500,-65.7500
14491,-9.7500,-65.5000
14492,-9.7500,-65.2500
14493,-9.7500,-65.0000
14494,-9.7500,-64.7500
14495,-9.7500,-64.5000
14496,-9.7500,-64.2500
14497,-9.7500,-64.0000
14498,-9.7500,-63.7500
14499,-9.7500,-63.5000
14500,-9.7500,-63.2500
14501,-9.7500,-63.0000
14502,-9.7500,-62.7500
14503,-9.7500,-62.5000
14504,-9.7500,-62.2500
14505,-9.7500,-62.0000
14506,-9.7500,-61.7500
14507,-9.7500,-61.5000
14508,-9.7500,-61.2500
14509,-9.7500,-61.0000
14510,-9.7500,-60.7500
14511,-9.7500,-60.5000
14512,-9.7500,-60.2500
14513,-9.7500,-60.0000
14514,-9.7500,-59.7500
14515,-9.7500,-59.5000
14516,-9.7500,-59.2500
14517,-9.7500,-59.0000
14518,-9.7500,-58.7500
14519,-9.7500,-58.5000
14520,-9.7500,-58.2500
14521,-9.7500,-58.0000
14522,-9.7500,-57.7500
14523,-9.7500,-57.5000
14524,-9.7500,-57.2500
14525,-9.7500,-57.0000
14526,-9.7500,-56.7500
14527,-9.7500,-56.5000
14528,-9.7500,-56.2500
14529,-9.7500,-56.0000
14530,-9.7500,-55.7500
14531,-9.7500,-55.5000
14532,-9.7500,-55.2500
14533,-9.7500,-55.0000
14534,-9.7500,-54.7500
14535,-9.7500,-54.5000
14536,-9.7500,-54.2500
14537,-9.7500,-54.0000
14538,-9.7500,-53.7500
14539,-9.7500,-53.5000
14540,-9.7500,-53.2500
14541,-9.7500,-53.0000
14542,-9.7500,-52.7500
14543,-9.7500,-52.5000
14544,-9.7500,-52.2500
14545,-9.7500,-52.0000
14546,-9.7500,-51.7500
14547,-9.7500,-51.5000
14548,-9.7500,-51.2500
14549,-9.7500,-51.0000
14550,-9.7500,-50.7500
14551,-9.7500,-50.5000
14552,-9.7500,-50.2500
14616,-9.5000,-77.2500
14617,-9.5000,-77.0000
14618,-9.5000,-76.7500
14619,-9.5000,-76.5000
14620,-9.5000,-76.2500
14621,-9.5000,-76.0000
14622,-9.5000,-75.7500
14623,-9.5000,-75.5000
14624,-9.5000,-75.2500
14625,-9.5000,-75.0000
14626,-9.5000,-74.7500
14627,-9.5000,-74.5000
14628,-9.5000,-74.2500
14629,-9.5000,-74.0000
14630,-9.5000,-73.7500
14631,-9.5000,-73.5000
14632,-9.5000,-73.2500
14633,-9.5000,-73.0000
14634,-9.5000,-72.7500
14635,-9.5000,-72.5000
14636,-9.5000,-72.2500
14637,-9.5000,-72.0000
14638,-9.5000,-71.7500
14639,-9.5000,-71.5000
14640,-9.5000,-71.2500
14641,-9.5000,-71.0000
14642,-9.5000,-70.7500
14643,-9.5000,-70.5000
14644,-9.5000,-70.2500
14645,-9.5000,-70.0000
14646,-9.5000,-69.7500
14647,-9.5000,-69.5000
14648,-9.5000,-69.2500
14649,-9.5000,-69.0000
14650,-9.5000,-68.7500
14651,-9.5000,-68.5000
14652,-9.5000,-68.2500
14653,-9.5000,-68.0000
14654,-9.5000,-67.7500
14655,-9.5000,-67.5000
14656,-9.5000,-67.2500
14657,-9.5000,-67.0000
14658,-9.5000,-66.7500
14659,-9.5000,-66.5000
14660,-9.5000,-66.2500
14661,-9.5000,-66.0000
14662,-9.5000,-65.7500
14663,-9.5000,-65.5000
14664,-9.5000,-65.2500
14665,-9.5000,-65.0000
14666,-9.5000,-64.7500
14667,-9.5000,-64.5000
14668,-9.5000,-64.2500
14669,-9.5000,-64.0000
14670,-9.5000,-63.7500
14671,-9.5000,-63.5000
14672,-9.5000,-63.2500
14673,-9.5000,-63.0000
14674,-9.5000,-62.7500
14675,-9.5000,-62.5000
14676,-9.5000,-62.2500
14677,-9.5000,-62.0000
14678,-9.5000,-61.7500
14679,-9.5000,-61.5000
14680,-9.5000,-61.2500
14681,-9.5000,-61.0000
14682,-9.5000,-60.7500
14683,-9.5000,-60.5000
14684,-9.5000,-60.2500
14685,-9.5000,-60.0000
14686,-9.5000,-59.7500
14687,-9.5000,-59.5000
14688,-9.5000,-59.2500
14689,-9.5000,-59.0000
14690,-9.5000,-58.7500
14691,-9.5000,-58.5000
14692,-9.5000,-58.2500
14693,-9.5000,-58.0000
14694,-9.5000,-57.7500
14695,-9.5000,-57.5000
14696,-9.5000,-57.2500
14697,-9.5000,-57.0000
14698,-9.5000,-56.7500
14699,-9.5000,-56.5000
14700,-9.5000,-56.2500
14701,-9.5000,-56.0000
14702,-9.5000,-55.7500
14703,-9.5000,-55.5000
14704,-9.5000,-55.2500
14705,-9.5000,-55.0000
14706,-9.5000,-54.7500
14707,-9.5000,-54.5000
14708,-9.5000,-54.2500
14709,-9.5000,-54.0000
14710,-9.5000,-53.7500
14711,-9.5000,-53.5000
14712,-9.5000,-53.2500
14713,-9.5000,-53.0000
14714,-9.5000,-52.7500
14715,-9.5000,-52.5000
14716,-9.5000,-52.2500
14717,-9.5000,-52.0000
14718,-9.5000,-51.7500
14719,-9.5000,-51.5000
14720,-9.5000,-51.2500
14721,-9.5000,-51.0000
14722,-9.5000,-50.7500
14723,-9.5000,-50.5000
14787,-9.2500,-77.5000
14788,-9.2500,-77.2500
14789,-9.2500,-77.0000
14790,-9.2500,-76.7500
14791,-9.2500,-76.5000
14792,-9.2500,-76.2500
14793,-9.2500,-76.0000
14794,-9.2500,-75.7500
14795,-9.2500,-75.5000
14796,-9.2500,-75.2500
14797,-9.2500,-75.0000
14798,-9.2500,-74.7500
14799,-9.2500,-74.5000
14800,-9.2500,-74.2500
14801,-9.2500,-74.0000
14802,-9.2500,-73.7500
14803,-9.2500,-73.5000
14804,-9.2500,-73.2500
14805,-9.2500,-73.0000
14806,-9.2500,-72.7500
14807,-9.2500,-72.5000
14808,-9.2500,-72.2500
14809,-9.2500,-72.0000
14810,-9.2500,-71.7500
14811,-9.2500,-71.5000
14812,-9.2500,-71.2500
14813,-9.2500,-71.0000
14814,-9.2500,-70.7500
14815,-9.2500,-70.5000
14816,-9.2500,-70.2500
14817,-9.2500,-70.0000
14818,-9.2500,-69.7500
14819,-9.2500,-69.5000
14820,-9.2500,-69.2500
14821,-9.2500,-69.0000
14822,-9.2500,-68.7500
14823,-9.2500,-68.5000
14824,-9.2500,-68.2500
14825,-9.2500,-68.0000
14826,-9.2500,-67.7500
14827,-9.2500,-67.5000
14828,-9.2500,-67.2500
14829,-9.2500,-67.0000
14830,-9.2500,-66.7500
14831,-9.2500,-66.5000
14832,-9.2500,-66.2500
14833,-9.2500,-66.0000
14834,-9.2500,-65.7500
14835,-9.2500,-65.5000
14836,-9.2500,-65.2500
14837,-9.2500,-65.0000
14838,-9.2500,-64.7500
14839,-9.2500,-64.5000
14840,-9.2500,-64.2500
14841,-9.2500,-64.0000
14842,-9.2500,-63.7500
14843,-9.2500,-63.5000
14844,-9.2500,-63.2500
14845,-9.2500,-63.0000
14846,-9.2500,-62.7500
14847,-9.2500,-62.5000
14848,-9.2500,-62.2500
14849,-9.2500,-62.0000
14850,-9.2500,-61.7500
14851,-9.2500,-61.5000
14852,-9.2500,-61.2500
14853,-9.2500,-61.0000
14854,-9.2500,-60.7500
14855,-9.2500,-60.5000
14856,-9.2500,-60.2500
14857,-9.2500,-60.0000
14858,-9.2500,-59.7500
14859,-9.2500,-59.5000
14860,-9.2500,-59.2500
14861,-9.2500,-59.0000
14862,-9.2500,-58.7500
14863,-9.2500,-58.5000
14864,-9.2500,-58.2500
14865,-9.2500,-58.0000
14866,-9.2500,-57.7500
14867,-9.2500,-57.5000
14868,-9.2500,-57.2500
14869,-9.2500,-57.0000
14870,-9.2500,-56.7500
14871,-9.2500,-56.5000
14872,-9.2500,-56.2500
14873,-9.2500,-56.0000
14874,-9.2500,-55.7500
14875,-9.2500,-55.5000
14876,-9.2500,-55.2500
14877,-9.2500,-55.0000
14878,-9.2500,-54.7500
14879,-9.2500,-54.5000
14880,-9.2500,-54.2500
14881,-9.2500,-54.0000
14882,-9.2500,-53.7500
14883,-9.2500,-53.5000
14884,-9.2500,-53.2500
14885,-9.2500,-53.0000
14886,-9.2500,-52.7500
14887,-9.2500,-52.5000
14888,-9.2500,-52.2500
14889,-9.2500,-52.0000
14890,-9.2500,-51.7500
14891,-9.2500,-51.5000
14892,-9.2500,-51.2500
14893,-9.2500,-51.0000
14894,-9.2500,-50.7500
14895,-9.2500,-50.5000
14896,-9.2500,-50.2500
14960,-9.0000,-77.5000
14961,-9.0000,-77.2500
14962,-9.0000,-77.0000
14963,-9.0000,-76.7500
14964,-9.0000,-76.5000
14965,-9.0000,-76.2500
14966,-9.0000,-76.0000
14967,-9.0000,-75.7500
14968,-9.0000,-75.5000
14969,-9.0000,-75.2500
14970,-9.0000,-75.0000
14971,-9.0000,-74.7500
14972,-9.0000,-74.5000
14973,-9.0000,-74.2500
14974,-9.0000,-74.0000
14975,-9.0000,-73.7500
14976,-9.0000,-73.5000
14977,-9.0000,-73.2500
14978,-9.0000,-73.0000
14979,-9.0000,-72.7500
14980,-9.0000,-72.5000
14981,-9.0000,-72.2500
14982,-9.0000,-72.0000
14983,-9.0000,-71.7500
14984,-9.0000,-71.5000
14985,-9.0000,-71.2500
14986,-9.0000,-71.0000
14987,-9.0000,-70.7500
14988,-9.0000,-70.5000
14989,-9.0000,-70.2500
14990,-9.0000,-70.0000
14991,-9.0000,-69.7500
14992,-9.0000,-69.5000
14993,-9.0000,-69.2500
14994,-9.0000,-69.0000
14995,-9.0000,-68.7500
14996,-9.0000,-68.5000
14997,-9.0000,-68.2500
14998,-9.0000,-68.0000
14999,-9.0000,-67.7500
15000,-9.0000,-67.5000
15001,-9.0000,-67.2500
15002,-9.0000,-67.0000
15003,-9.0000,-66.7500
15004,-9.0000,-66.5000
15005,-9.0000,-66.2500
15006,-9.0000,-66.0000
15007,-9.0000,-65.7500
15008,-9.0000,-65.5000
15009,-9.0000,-65.2500
15010,-9.0000,-65.0000
15011,-9.0000,-64.7500
15012,-9.0000,-64.5000
15013,-9.0000,-64.2500
15014,-9.0000,-64.0000
15015,-9.0000,-63.7500
15016,-9.0000,-63.5000
15017,-9.0000,-63.2500
15018,-9.0000,-63.0000
15019,-9.0000,-62.7500
15020,-9.0000,-62.5000
15021,-9.0000,-62.2500
15022,-9.0000,-62.0000
15023,-9.0000,-61.7500
15024,-9.0000,-61.5000
15025,-9.0000,-61.2500
15026,-9.0000,-61.0000
15027,-9.0000,-60.7500
15028,-9.0000,-60.5000
15029,-9.0000,-60.2500
15030,-9.0000,-60.0000
15031,-9.0000,-59.7500
15032,-9.0000,-59.5000
15033,-9.0000,-59.2500
15034,-9.0000,-59.0000
15035,-9.0000,-58.7500
15036,-9.0000,-58.5000
15037,-9.0000,-58.2500
15038,-9.0000,-58.0000
15039,-9.0000,-57.7500
15040,-9.0000,-57.5000
15041,-9.0000,-57.2500
15042,-9.0000,-57.0000
15043,-9.0000,-56.7500
15044,-9.0000,-56.5000
15045,-9.0000,-56.2500
15046,-9.0000,-56.0000
15047,-9.0000,-55.7500
15048,-9.0000,-55.5000
15049,-9.0000,-55.2500
15050,-9.0000,-55.0000
15051,-9.0000,-54.7500
15052,-9.0000,-54.5000
15053,-9.0000,-54.2500
15054,-9.0000,-54.0000
15055,-9.0000,-53.7500
15056,-9.0000,-53.5000
15057,-9.0000,-53.2500
15058,-9.0000,-53.0000
15059,-9.0000,-52.7500
15060,-9.0000,-52.5000
15061,-9.0000,-52.2500
15062,-9.0000,-52.0000
15063,-9.0000,-51.7500
15064,-9.0000,-51.5000
15065,-9.0000,-51.2500
15066,-9.0000,-51.0000
15067,-9.0000,-50.7500
15068,-9.0000,-50.5000
15069,-9.0000,-50.2500
15135,-8.7500,-77.5000
15136,-8.7500,-77.2500
15137,-8.7500,-77.0000
15138,-8.7500,-76.7500
15139,-8.7500,-76.5000
15140,-8.7500,-76.2500
15141,-8.7500,-76.0000
15142,-8.7500,-75.7500
15143,-8.7500,-75.5000
15144,-8.7500,-75.2500
15145,-8.7500,-75.0000
15146,-8.7500,-74.7500
15147,-8.7500,-74.5000
15148,-8.7500,-74.2500
15149,-8.7500,-74.0000
15150,-8.7500,-73.7500
15151,-8.7500,-73.5000
15152,-8.7500,-73.2500
15153,-8.7500,-73.0000
15154,-8.7500,-72.7500
15155,-8.7500,-72.5000
15156,-8.7500,-72.2500
15157,-8.7500,-72.0000
15158,-8.7500,-71.7500
15159,-8.7500,-71.5000
15160,-8.7500,-71.2500
15161,-8.7500,-71.0000
15162,-8.7500,-70.7500
15163,-8.7500,-70.5000
15164,-8.7500,-70.2500
15165,-8.7500,-70.0000
15166,-8.7500,-69.7500
15167,-8.7500,-69.5000
15168,-8.7500,-69.2500
15169,-8.7500,-69.0000
15170,-8.7500,-68.7500
15171,-8.7500,-68.5000
15172,-8.7500,-68.2500
15173,-8.7500,-68.0000
15174,-8.7500,-67.7500
15175,-8.7500,-67.5000
15176,-8.7500,-67.2500
15177,-8.7500,-67.0000
15178,-8.7500,-66.7500
15179,-8.7500,-66.5000
15180,-8.7500,-66.2500
15181,-8.7500,-66.0000
15182,-8.7500,-65.7500
15183,-8.7500,-65.5000
15184,-8.7500,-65.2500
15185,-8.7500,-65.0000
15186,-8.7500,-64.7500
15187,-8.7500,-64.5000
15188,-8.7500,-64.2500
15189,-8.7500,-64.0000
15190,-8.7500,-63.7500
15191,-8.7500,-63.5000
15192,-8.7500,-63.2500
15193,-8.7500,-63.0000
15194,-8.7500,-62.7500
15195,-8.7500,-62.5000
15196,-8.7500,-62.2500
15197,-8.7500,-62.0000
15198,-8.7500,-61.7500
15199,-8.7500,-61.5000
15200,-8.7500,-61.2500
15201,-8.7500,-61.0000
15202,-8.7500,-60.7500
15203,-8.7500,-60.5000
15204,-8.7500,-60.2500
15205,-8.7500,-60.0000
15206,-8.7500,-59.7500
15207,-8.7500,-59.5000
15208,-8.7500,-59.2500
15209,-8.7500,-59.0000
15210,-8.7500,-58.7500
15211,-8.7500,-58.5000
15212,-8.7500,-58.2500
15213,-8.7500,-58.0000
15214,-8.7500,-57.7500
15215,-8.7500,-57.5000
15216,-8.7500,-57.2500
15217,-8.7500,-57.0000
15218,-8.7500,-56.7500
15219,-8.7500,-56.5000
15220,-8.7500,-56.2500
15221,-8.7500,-56.0000
15222,-8.7500,-55.7500
15223,-8.7500,-55.5000
15224,-8.7500,-55.2500
15225,-8.7500,-55.0000
15226,-8.7500,-54.7500
15227,-8.7500,-54.5000
15228,-8.7500,-54.2500
15229,-8.7500,-54.0000
15230,-8.7500,-53.7500
15231,-8.7500,-53.5000
15232,-8.7500,-53.2500
15233,-8.7500,-53.0000
15234,-8.7500,-52.7500
15235,-8.7500,-52.5000
15236,-8.7500,-52.2500
15237,-8.7500,-52.0000
15238,-8.7500,-51.7500
15239,-8.7500,-51.5000
15240,-8.7500,-51.2500
15241,-8.7500,-51.0000
15242,-8.7500,-50.7500
15243,-8.7500,-50.5000
15244,-8.7500,-50.2500
15310,-8.5000,-77.5000
15311,-8.5000,-77.2500
15312,-8.5000,-77.0000
15313,-8.5000,-76.7500
15314,-8.5000,-76.5000
15315,-8.5000,-76.2500
15316,-8.5000,-76.0000
15317,-8.5000,-75.7500
15318,-8.5000,-75.5000
15319,-8.5000,-75.2500
15320,-8.5000,-75.0000
15321,-8.5000,-74.7500
15322,-8.5000,-74.5000
15323,-8.5000,-74.2500
15324,-8.5000,-74.0000
15325,-8.5000,-73.7500
15326,-8.5000,-73.5000
15327,-8.5000,-73.2500
15328,-8.5000,-73.0000
15329,-8.5000,-72.7500
15330,-8.5000,-72.5000
15331,-8.5000,-72.2500
15332,-8.5000,-72.0000
15333,-8.5000,-71.7500
15334,-8.5000,-71.5000
15335,-8.5000,-71.2500
15336,-8.5000,-71.0000
15337,-8.5000,-70.7500
15338,-8.5000,-70.5000
15339,-8.5000,-70.2500
15340,-8.5000,-70.0000
15341,-8.5000,-69.7500
15342,-8.5000,-69.5000
15343,-8.5000,-69.2500
15344,-8.5000,-69.0000
15345,-8.5000,-68.7500
15346,-8.5000,-68.5000
15347,-8.5000,-68.2500
15348,-8.5000,-68.0000
15349,-8.5000,-67.7500
15350,-8.5000,-67.5000
15351,-8.5000,-67.2500
15352,-8.5000,-67.0000
15353,-8.5000,-66.7500
15354,-8.5000,-66.5000
15355,-8.5000,-66.2500
15356,-8.5000,-66.0000
15357,-8.5000,-65.7500
15358,-8.5000,-65.5000
15359,-8.5000,-65.2500
15360,-8.5000,-65.0000
15361,-8.5000,-64.7500
15362,-8.5000,-64.5000
15363,-8.5000,-64.2500
15364,-8.5000,-64.0000
15365,-8.5000,-63.7500
15366,-8.5000,-63.5000
15367,-8.5000,-63.2500
15368,-8.5000,-63.0000
15369,-8.5000,-62.7500
15370,-8.5000,-62.5000
15371,-8.5000,-62.2500
15372,-8.5000,-62.0000
15373,-8.5000,-61.7500
15374,-8.5000,-61.5000
15375,-8.5000,-61.2500
15376,-8.5000,-61.0000
15377,-8.5000,-60.7500
15378,-8.5000,-60.5000
